,Name,                HIP,Comment,                    RAh,RAm,RAs,DECsign,DECd,DEC’,DEC”,RA_degrees,DEC_degrees,V_mag,band,spectral_type,Planet,Teff,e_Teff,logg,e_logg,[Fe/H],e_feh,works,mass,e_mass
143,HD 001502           ,1547,                             ,0,19,17.0663,+,14,3,17.121,4.8211093,14.0547562,8.35, ,K0            ,P,5005,50.05,3.32,0.08,0.02,0.05,6,1.555,0.179
144,HD 001522           ,1562,8 Cet                        ,0,19,25.6745,-,8,49,26.117,4.856977,-8.8239212,3.558, ,K1.5III       , ,4482,60,2.16,0.21,0.1,0.07,4,1.297,0.4905
145,HD 001562           ,1598,                             ,0,20,0.4085,+,38,13,38.629,5.0017018,38.2273979,7.07, ,G0            , ,5763,80.682,4.26,0.2,-0.29,0.09,3,0.926,0.051
146,HD 001581           ,1599,HR 77                        ,0,20,4.2599,-,64,52,29.254,5.0177498,-64.874794,4.23, ,F9.5V         , ,5947,59.47,4.43,0.07,-0.2,0.05,15,1.009,0.0305
147,HD 001591           ,1582,                             ,0,19,48.9355,-,60,54,43.822,4.953898,-60.9121742,7.98, ,G0IV/V        , ,6215,124.3,4.27,0.15,-0.15,0.15,1,1.125,0.0835
148,HD 001603           ,1634,                             ,0,20,28.4124,+,40,55,19.668,5.1183853,40.9221306,8.15, ,F8            , ,6340,126.8,3.91,0.15,0.17,0.15,1,1.53,0.166
149,HD 001622           ,1613,                             ,0,20,11.0955,-,55,59,38.388,5.0462317,-55.9939957,9.8, ,K1V           , ,5262,105.24,4.55,0.15,0.09,0.15,1,0.871,0.047
150,HD 001635           ,1645,41 Psc                       ,0,20,35.8616,+,8,11,24.977,5.1494231,8.1902714,5.389, ,K3III         , ,4160,100,2.1,0.15,-0.03,0.15,1,1.062,0.1535
151,HD 001666           ,1666,                             ,0,20,52.3395,-,19,55,52.412,5.218081,-19.9312248,8.16, ,F7V           , ,6429,106,4.18,0.09,0.37,0.09,3,1.416,0.0695
152,HD 001671           ,1686,rho And                      ,0,21,7.2691,+,37,58,6.971,5.2802877,37.968605,5.18, ,F5III         , ,6446,109.582,3.63,0.21,-0.16,0.11,2,1.596,0.1905
153,HD 001674           ,1668,                             ,0,20,53.9797,-,29,41,23.397,5.2249155,-29.6898308,8.38, ,F7V           , ,6241,124.82,4.26,0.15,-0.01,0.15,1,1.185,0.086
154,HD 001679           ,1684,                             ,0,21,4.2784,-,2,54,34.561,5.2678266,-2.9096003,6.9, ,K0            , ,4970,100,3.16,0.15,0.28,0.15,1,1.984,0.465
155,HD 001683           ,1667,                             ,0,20,53.7328,-,39,14,23.541,5.223887,-39.239872,7.13, ,F6V           , ,6191,123.82,3.69,0.15,0.09,0.15,1,1.563,0.16
156,HD 001686           ,1623,                             ,0,20,16.9011,-,77,13,21.363,5.0704217,-77.2226028,7.89, ,F6V           , ,6157,123.14,4.45,0.15,-0.17,0.15,1,1.071,0.069
157,HD 001689           ,1691,                             ,0,21,13.125,-,3,18,42.564,5.3046875,-3.3118234,7.38, ,F8            , ,6246,124.92,3.93,0.15,-0.11,0.15,1,1.293,0.1475
158,HD 001690           ,1692,                             ,0,21,13.3193,-,8,16,52.209,5.3054972,-8.2811689,9.17, ,K2III         ,P,4333,91,1.98,0.22,-0.28,0.05,5,1.054,0.1945
159,HD 001699           ,1704,                             ,0,21,25.669,+,28,19,34.401,5.3569541,28.3262234,7.73, ,F5            , ,6607,132.14,4.34,0.15,-0.23,0.15,1,1.238,0.078
160,HD 001737           ,1708,HR 84                        ,0,21,31.1982,-,28,58,53.288,5.3799925,-28.9814701,5.174, ,G5III         , ,4905,115,2.89,0.16,0.14,0.11,2,1.437,0.5635
161,HD 001764           ,1736,                             ,0,21,57.3319,+,16,52,36.984,5.488883,16.8769398,7.59, ,F5            , ,6284,125.68,4.2,0.15,-0.27,0.15,1,1.128,0.0925
162,HD 001770           ,1760,                             ,0,22,17.3096,+,37,45,40.351,5.5721235,37.7612076,7.51, ,G5            , ,4956,100,3.27,0.15,0.08,0.15,1,1.236,0.2885
163,HD 001778           ,1762,                             ,0,22,19.6217,+,53,36,3.16,5.5817575,53.6008759,8.05, ,F3II          , ,6717,114.189,3.46,0.11,0.16,0.12,2,2.107,0.161
164,HD 001779           ,1746,                             ,0,22,4.5273,-,26,42,33.602,5.5188637,-26.7093353,8.935, ,G5V           , ,5510,93.67,4.47,0.11,-0.44,0.11,2,0.812,0.04
165,HD 001832           ,1813,                             ,0,23,0.2092,+,22,22,30.004,5.7508717,22.3750019,7.62, ,F8            , ,5744,97.648,4.28,0.11,-0.03,0.11,2,0.976,0.053
166,HD 001835           ,1803,9 Cet                        ,0,22,51.7883,-,12,12,33.972,5.7157845,-12.2094364,6.39, ,G2.5V         , ,5808,58.08,4.46,0.07,0.2,0.05,14,1.079,0.029
167,HD 001856           ,1795,                             ,0,22,48.0387,-,39,15,44.691,5.7001615,-39.262413,6.752, ,F2IV          , ,7000,140,4.01,0.15,0.01,0.15,1,1.544,0.149
168,HD 001918           ,1879,                             ,0,23,43.2413,+,45,5,20.89,5.930172,45.0891342,7.62, ,G9III         , ,4892,85,2.45,0.11,-0.41,0.11,2,1.944,0.671
169,HD 001952           ,1905,                             ,0,24,5.2651,+,44,15,53.044,6.0219378,44.2647362,6.673, ,F2            , ,6698,133.96,3.41,0.15,0.12,0.15,1,2.123,0.2265
170,HD 001979           ,1893,                             ,0,23,56.466,-,14,20,47.205,5.9852748,-14.3464451,8.7, ,G6V           , ,5626,112.52,4.52,0.15,-0.09,0.15,1,0.921,0.0525
171,HD 001980           ,1899,                             ,0,23,59.5698,-,17,48,37.316,5.9982076,-17.8103657,7.44, ,F6V           , ,6333,126.66,4.15,0.15,-0.1,0.15,1,1.224,0.103
172,HD 001985           ,1877,                             ,0,23,42.7589,-,62,25,30.244,5.9281621,-62.4250679,7.604, ,G8IV          , ,5112,86.904,3.47,0.11,-0.28,0.11,2,1.123,0.1895
173,HD 002014           ,1933,                             ,0,24,22.0287,-,24,50,55.746,6.0917864,-24.8488197,9.6, ,K2V           , ,5054,101.08,4.37,0.15,-0.07,0.15,1,0.794,0.0405
174,HD 002021           ,1949,                             ,0,24,38.3663,+,16,24,28.274,6.1598597,16.4078541,8.13, ,F5            , ,6403,128.06,3.63,0.15,0.05,0.15,1,1.682,0.1685
175,HD 002025           ,1936,                             ,0,24,25.9334,-,27,1,36.38,6.1080561,-27.0267715,7.916, ,K3V           , ,4882,60,4.58,0.07,-0.33,0.07,4,0.71,0.0245
176,HD 002039           ,1931,                             ,0,24,20.2778,-,56,39,0.171,6.0844908,-56.6500473,9.01, ,G2/G3IV/V     ,P,5962,59.62,4.42,0.07,0.33,0.05,9,1.171,0.0295
177,HD 002070           ,1955,Spectroscopic binary         ,0,24,44.8152,-,51,2,37.918,6.1867299,-51.0438652,6.81, ,G0V           , ,6016,102.272,4.3,0.11,-0.01,0.11,2,1.086,0.0615
178,HD 002071           ,1954,                             ,0,24,42.5485,-,53,59,2.396,6.1772857,-53.9839973,7.27, ,G2V           , ,5716,57.16,4.45,0.05,-0.08,0.05,8,0.961,0.028
179,HD 002098           ,1976,                             ,0,25,1.4201,-,30,41,51.73,6.2559166,-30.6977024,7.565, ,G2V           , ,5993,101.881,4.36,0.11,0.21,0.11,2,1.149,0.061
180,HD 002114           ,2006,Double or multiple star      ,0,25,24.2084,+,1,56,22.893,6.3508682,1.9396926,5.778, ,G5III         , ,5202,62.424,2.76,0.2,-0.06,0.07,4,2.78,0.2755
181,HD 002126           ,2016,                             ,0,25,36.1781,+,34,7,1.676,6.4007416,34.1171303,8.25, ,K0III-IV      , ,4775,100,2.79,0.15,-0.34,0.15,1,1.028,0.1705
182,HD 002128           ,2023,                             ,0,25,40.4107,+,22,56,42.65,6.4183779,22.945179,8.02, ,K2III         , ,4800,100,2.5,0.15,-0.11,0.15,1,1.339,0.5715
183,HD 002151           ,2021,bet Hyi                      ,0,25,45.0719,-,77,15,15.284,6.4377995,-77.2542419,2.8, ,G2IV          , ,5834,58.34,3.99,0.1,-0.09,0.05,15,1.105,0.075
184,HD 002207           ,2085,W Vir type                   ,0,26,19.4474,+,51,16,49.301,6.5810308,51.2803612,7.802, ,F3II...       , ,5875,117.5,1.2,0.15,-0.13,0.15,1,-1,-1
185,HD 002221           ,2057,                             ,0,26,3.0419,+,0,26,15.196,6.5126748,0.4375544,8.415, ,G5            , ,5284,89.828,3.7,0.11,-0.14,0.11,2,1.17,0.1645
186,HD 002288           ,2098,                             ,0,26,33.6792,-,19,59,36.702,6.6403303,-19.9935284,10.03, ,F2V           , ,5620,112.4,4.3,0.15,-0.34,0.15,1,0.874,0.0515
187,HD 002305           ,2121,                             ,0,26,53.1233,-,0,55,46.884,6.7213473,-0.92969,8.6, ,F5            , ,6611,132.22,4.34,0.15,-0.11,0.15,1,1.272,0.0765
188,HD 002330           ,2174,                             ,0,27,26.6935,+,26,16,43.676,6.8612227,26.2787991,7.57, ,F8            , ,6105,122.1,4.22,0.15,0.21,0.15,1,1.211,0.0965
189,HD 002331           ,2156,                             ,0,27,13.9015,+,5,38,14.778,6.8079224,5.6374383,9.58, ,G5            , ,5960,119.2,4.26,0.15,0.12,0.15,1,1.11,0.085
190,HD 002361           ,2167,                             ,0,27,20.6229,-,8,39,30.738,6.8359284,-8.6585379,7.89, ,F2            , ,6621,132.42,3.94,0.15,-0.13,0.15,1,1.459,0.1625
191,HD 002404           ,2194,                             ,0,27,43.5213,-,32,23,14.894,6.9313388,-32.3874741,9.03, ,G6V           , ,5263,89.471,4.47,0.11,-0.56,0.11,2,0.741,0.034
192,HD 002454           ,2235,                             ,0,28,20.0516,+,10,11,23.452,7.0835481,10.1898479,6.04, ,F6Vawvar      , ,6559,65.59,4.07,0.08,-0.31,0.07,7,1.295,0.071
193,HD 002488           ,2246,                             ,0,28,33.2116,-,11,14,14.081,7.138382,-11.2372446,6.88, ,F6V           , ,5357,107.14,4.42,0.15,0.14,0.15,1,0.911,0.05
194,HD 002550           ,2305,                             ,0,29,23.5415,+,40,50,30.024,7.3480897,40.841671,7.96, ,G5            , ,5745,114.9,4.11,0.15,0.09,0.15,1,1.057,0.097
195,HD 002564           ,2314,                             ,0,29,31.1437,+,24,52,51.553,7.379765,24.8809872,7.77, ,F8            , ,6206,124.12,4.03,0.15,0.39,0.15,1,1.396,0.1445
196,HD 002567           ,2292,                             ,0,29,16.1091,-,5,54,37.755,7.317121,-5.9104877,7.786, ,G0            , ,6066,103.122,4.36,0.11,0.2,0.11,2,1.164,0.0615
197,HD 002587           ,2282,                             ,0,29,10.4217,-,50,36,42.864,7.2934237,-50.6119041,8.46, ,G6V           , ,5572,111.44,4.36,0.15,0.26,0.15,1,1.003,0.064
198,HD 002589           ,2422,HR 112                       ,0,30,55.0785,+,77,1,9.855,7.7294931,77.0194092,6.21, ,K0IV          , ,5091,86.547,3.81,0.15,-0.03,0.11,2,1.013,0.1095
199,HD 002615           ,2319,                             ,0,29,34.8543,-,32,34,8.398,7.395226,-32.5690002,7.62, ,F5V           , ,6319,71,3.99,0.07,-0.54,0.05,5,1.125,0.052
200,HD 002628           ,2355,delta Sct type               ,0,30,7.365,+,29,45,5.604,7.5306873,29.7515564,5.219, ,A7III         , ,7330,102.62,3.86,0.15,-0.13,0.09,3,1.898,0.1695
201,HD 002629           ,2343,                             ,0,29,55.3366,-,1,7,3.893,7.4805694,-1.117748,7.47, ,F0            , ,5220,104.4,4.7,0.15,-0.59,0.15,1,0.715,0.0385
202,HD 002630           ,2337,                             ,0,29,51.8973,-,14,51,50.793,7.4662385,-14.86411,6.151, ,F2/F3V        , ,6685,133.7,4.16,0.15,-0.17,0.15,1,1.312,0.0965
203,HD 002638           ,2350,                             ,0,29,59.872,-,5,45,50.406,7.4994664,-5.7640018,9.42, ,G5            ,P,5199,62.388,4.38,0.07,0.16,0.07,4,0.87,0.0275
204,HD 002663           ,2453,                             ,0,31,12.9105,+,69,47,6.935,7.8037934,69.7852554,7.37, ,F8            , ,6045,84.63,4.35,0.09,-0.39,0.09,3,0.981,0.046
205,HD 002665           ,2413,                             ,0,30,45.4455,+,57,3,53.634,7.6893559,57.0648994,7.75, ,KIIvw         , ,5012,50.12,2.21,0.19,-1.98,0.05,12,-1,-1
206,HD 002694           ,2386,                             ,0,30,26.7451,-,15,54,54.958,7.6114378,-15.915266,8.16, ,F5V           , ,6274,125.48,4.22,0.15,-0.26,0.15,1,1.126,0.0895
207,HD 002763           ,2427,                             ,0,30,56.7715,-,36,14,17.523,7.7365475,-36.2382011,8.78, ,K2III         , ,4250,100,1.5,0.15,-0.23,0.15,1,1.098,0.2605
208,HD 002768           ,2416,                             ,0,30,48.063,-,56,35,41.989,7.7002625,-56.5949974,9.07, ,G5/G6V        , ,5548,110.96,4.4,0.15,-0.03,0.15,1,0.914,0.0515
209,HD 002774           ,2497,                             ,0,31,41.1575,+,52,50,22.295,7.9214897,52.8395233,5.6, ,K2III         , ,4550,100,2.85,0.15,-0.07,0.15,1,1.026,0.113
210,HD 002796           ,2463,                             ,0,31,16.9139,-,16,47,40.803,7.8204737,-16.7946663,8.51, ,KIIvw         , ,4927,55,1.51,0.3,-2.32,0.11,17,-1,-1
211,HD 002816           ,2498,                             ,0,31,41.4644,+,12,54,48.609,7.9227681,12.9135017,7.25, ,K0            , ,4996,100,3.46,0.15,0.11,0.15,1,1.212,0.2375
212,HD 002857           ,2515,Horizontal Branch Star       ,0,31,53.7918,-,5,15,42.876,7.9741325,-5.26191,9.95, ,A2            , ,8100,162,3.6,0.15,-1.38,0.15,1,1.792,0.2225
213,HD 002910           ,2568,Star in double system        ,0,32,35.4859,+,20,17,39.539,8.1478577,20.2943153,5.374, ,K0III         , ,4741,67,2.62,0.18,0.06,0.08,5,1.994,0.6615
214,HD 002925           ,2573,Double or multiple star      ,0,32,39.5473,+,23,11,36.336,8.1647806,23.1934261,6.86, ,G8III-IV      , ,4755,100,2.5,0.15,-0.5,0.15,1,1.034,0.221
215,HD 002946           ,2567,                             ,0,32,35.1073,-,18,6,32.856,8.1462812,-18.109127,8.07, ,G6IV/V        , ,5452,109.04,3.69,0.15,-0.16,0.15,1,1.166,0.201
216,HD 002952           ,2611,                             ,0,33,10.3946,+,54,53,41.946,8.2933111,54.8949852,5.93, ,K0III         ,P,4844,100,2.67,0.15,0,0.15,1,1.393,0.584
217,HD 003003           ,2578,Double or multiple star      ,0,32,43.9057,-,63,1,53.404,8.1829405,-63.0315018,5.093, ,A0V           , ,8808,149.736,4.15,0.11,0.12,0.11,2,2.077,0.117
218,HD 003008           ,2618,                             ,0,33,14.3107,-,10,43,42.732,8.3096285,-10.7285366,9.54, ,KIIvw         , ,4173,68,0.27,0.3,-1.96,0.05,8,-1,-1
219,HD 003059           ,2661,                             ,0,33,41.0424,-,29,33,29.802,8.42101,-29.5582771,5.554, ,K2III         , ,4315,70,1.87,0.31,-0.2,0.09,3,1.09,0.2355
220,HD 003074           ,2663,                             ,0,33,43.8061,-,35,0,7.482,8.4325256,-35.002079,6.4, ,G3IV          , ,5911,118.22,4.12,0.15,0,0.15,1,1.087,0.098
221,HD 003079           ,2712,                             ,0,34,29.7123,+,47,54,55.951,8.6238012,47.9155426,7.39, ,F8            , ,6014,67,4.23,0.05,-0.14,0.05,5,1.066,0.0435
222,HD 003123           ,2756,                             ,0,35,11.3163,+,62,59,21.774,8.7971516,62.9893837,7.289, ,F0            , ,7630,152.6,1.37,0.15,0.21,0.15,1,-1,-1
223,HD 003141           ,2742,                             ,0,35,0.867,+,42,41,41.187,8.7536125,42.6947746,8.02, ,K0IV          , ,5180,103.6,4.44,0.15,0.13,0.15,1,0.862,0.046
224,HD 003147           ,2796,                             ,0,35,37.1729,+,6,5,33.44,8.9048862,6.0926223,6.96, ,K2Ib-II       , ,4113,100,1.11,0.15,0.19,0.15,1,1.195,0.343
225,HD 003149           ,2760,                             ,0,35,13.7717,+,51,50,17.595,8.8073816,51.8382187,7.38, ,F8            , ,5853,99.501,4.22,0.11,-0.09,0.11,2,1.014,0.0605
226,HD 003158           ,2711,                             ,0,34,27.8327,-,52,22,23.124,8.6159697,-52.3730888,5.57, ,F3IV-V        , ,6457,64.57,4.27,0.09,0.02,0.08,5,1.274,0.0445
227,HD 003167           ,2736,                             ,0,34,57.5241,+,4,22,53.285,8.7396841,4.3814683,8.94, ,K0V           ,P,5261,105.22,4.47,0.15,0.04,0.15,1,0.862,0.0455
228,HD 003175           ,2702,                             ,0,34,22.3882,-,63,3,42.019,8.5932846,-63.0616722,9.33, ,B4V           , ,16100,322,3.6,0.15,-0.49,0.15,1,3.25,0.0125
229,HD 003179           ,2727,                             ,0,34,50.5932,-,21,52,55.81,8.7108049,-21.8821697,9.77, ,F8V           , ,5300,106,2.6,0.15,-1.04,0.15,1,2.137,0.721
230,HD 003220           ,2747,                             ,0,35,2.8799,-,48,56,4.353,8.7619991,-48.9345436,8.77, ,G3V           , ,5846,116.92,4.51,0.15,-0.22,0.15,1,0.951,0.0585
231,HD 003222           ,2743,                             ,0,35,2.8115,-,63,41,42.464,8.7617149,-63.6951294,8.554, ,K2V           , ,4993,85,4.53,0.11,-0.39,0.11,2,0.721,0.033
232,HD 003229           ,2787,14 Cet                       ,0,35,32.8335,-,0,30,20.195,8.8868055,-0.5056098,5.949, ,F5IV          , ,6599,79.188,3.92,0.13,-0.1,0.07,4,1.56,0.1335
233,HD 003266           ,2844,Star in double system        ,0,36,2.3635,+,29,59,34.841,9.0098486,29.9930115,7.98, ,G2V           , ,5402,108.04,4.5,0.15,-0.58,0.15,1,0.763,0.043
234,HD 003268           ,2832,                             ,0,35,54.8015,+,13,12,25.442,8.9783392,13.2070675,6.41, ,F7V           , ,6141,66,4.02,0.1,-0.22,0.05,5,1.17,0.0675
235,HD 003277           ,2790,Spectroscopic binary         ,0,35,34.2557,-,39,44,46.652,8.8927317,-39.7462921,7.45, ,G8V           , ,5531,94.027,4.48,0.11,-0.09,0.11,2,0.9,0.0415
236,HD 003303           ,2789,                             ,0,35,33.3385,-,54,49,18.742,8.8889103,-54.8218727,6.061, ,K0IV          , ,4700,100,2.7,0.15,-0.41,0.15,1,1.002,0.1445
237,HD 003356           ,2858,                             ,0,36,13.1871,-,33,53,47.064,9.0549459,-33.8964081,8.71, ,K2III         , ,4270,100,1.3,0.15,-0.5,0.15,1,1.041,0.234
238,HD 003360           ,2920,                             ,0,36,58.2841,+,53,53,48.867,9.2428513,53.8969078,3.66, ,B2IV          , ,20750,415,3.8,0.15,0.04,0.15,1,-1,-1
239,HD 003403           ,2909,                             ,0,36,51.2754,-,24,29,47.836,9.2136478,-24.4966221,8.17, ,G8/K0V        , ,5709,60,4.15,0.05,-0.19,0.06,5,0.953,0.036
240,HD 003404           ,2902,                             ,0,36,46.8151,-,24,30,3.345,9.1950626,-24.5009289,7.92, ,G2V           , ,5339,106.78,3.81,0.15,0.19,0.15,1,1.144,0.1675
241,HD 003411           ,2926,                             ,0,37,7.1896,+,24,0,50.891,9.2799568,24.0141373,6.177, ,K2III         , ,4657,100,2.59,0.15,0.31,0.15,1,1.44,0.5575
242,HD 003421           ,2942,                             ,0,37,21.2194,+,35,23,58.205,9.3384151,35.3995018,5.439, ,G2.5IIa       , ,5214,72.996,2.06,0.13,-0.2,0.12,3,3.279,0.0235
243,HD 003440           ,3132,HR 158                       ,0,39,47.2473,+,82,29,37.545,9.9468632,82.4937592,6.404, ,F6V:          , ,5871,82.194,4.1,0.09,-0.34,0.09,3,0.984,0.0595
244,HD 003454           ,2981,                             ,0,37,56.9917,+,47,24,27.764,9.4874659,47.4077148,7.53, ,F5            , ,6106,61.06,4.3,0.05,-0.58,0.05,5,0.941,0.03
245,HD 003458           ,2945,                             ,0,37,22.9471,-,19,33,54.089,9.3456125,-19.5650234,8.25, ,G8III/IV      , ,5100,102,2.95,0.15,0.04,0.15,1,2.368,0.452
246,HD 003489           ,3030,                             ,0,38,33.4418,+,60,19,29.221,9.6393404,60.3247833,6.793, ,K3Ib-II       , ,4266,100,1.35,0.15,0.07,0.15,1,1.218,0.3935
247,HD 003524           ,2992,                             ,0,38,1.9375,-,29,30,44.428,9.5080729,-29.5123405,8.94, ,K4III         , ,4030,100,0.9,0.15,-0.35,0.15,1,1.063,0.238
248,HD 003532           ,3014,                             ,0,38,21.2335,+,19,42,18,9.5884724,19.7049999,8.38, ,F5            , ,6170,86.38,4.06,0.09,-0.33,0.09,3,1.124,0.0695
249,HD 003539           ,0,                             ,0,38,14.5323,-,21,11,38.86,9.5605507,-21.1941261,9.16, ,K1III         , ,4490,100,2.1,0.15,0.11,0.15,1,1.333,0.552
250,HD 003546           ,3031,eps And                      ,0,38,33.3458,+,29,18,42.305,9.6389408,29.3117504,4.37, ,G8III         , ,4977,70,2.41,0.28,-0.6,0.05,9,1.361,0.548
251,HD 003556           ,3033,                             ,0,38,34.4778,+,6,1,18.344,9.6436577,6.0217624,8.75, ,G0V           , ,6025,120.5,4.42,0.15,0.13,0.15,1,1.114,0.0725
252,HD 003567           ,3026,                             ,0,38,31.9465,-,8,18,33.4,9.63311,-8.3092775,9.254, ,F5V           , ,6070,79,4.16,0.13,-1.14,0.09,18,0.817,0.038
253,HD 003569           ,3028,                             ,0,38,33.2389,-,12,10,20.697,9.6384945,-12.1724157,9.18, ,K0V           , ,5147,72.058,4.52,0.09,-0.3,0.09,3,0.77,0.03
